,Date,Tweets
449,2022-07-21,#unitedAIRLINES have to be one of the most UnCarring airlines I have been on! This is absolutely insane how many different answers they have 😮
450,2022-07-21,From one gate to another! every worker has a different gate reference #unitedAIRLINES 🤦🏻‍♂️ unbelievable
451,2022-07-21,Wow thanks for all the assistance #unitedAIRLINES #NOT since 3:30 no help at all!!!
452,2022-07-21,Hey @UnitedAirlines - what does it mean that a flight segment got waitlisted on @aircanada on the return flight. I had my seat number and everything on that segment.  What is going on?  Who does one call?  Will I be stuck at my destination on my return? #UnitedAirlines HELP!!!!
453,2022-07-21,"$UAL  10-Q  United Airlines   (21 Jul, 4:09pm)

📊 2022 Q2 Earnings

https://t.co/MMi8TxLkZc

#UAL #10Q #UnitedAirlines #Earnings"
454,2022-07-21,"$UAL  10-Q  United Airlines   (21 Jul, 4:09pm)

📊 2022 Q2 Earnings

https://t.co/bdT7HlemgH

#UAL #10Q #UnitedAirlines #Earnings"
455,2022-07-21,"Some #UnitedAirlines Planes Don't Have Row 33
V/@TravelLeisure
#travel #airlines #myths https://t.co/VoYIxDBtuZ"
456,2022-07-21,"RT @breitflyte: United Airlines Reports Second Quarter Net Income of $329 Million or $1.00 per Diluted Share
https://t.co/aBVwlXnXsP
#Unite…"
457,2022-07-21,"#UnitedAirlines Slumps On Scaled Back Growth 😬

The company reported adjusted earnings per share of $1.43, below analyst expectations of $1.95. One saving grace was the $329 million of profit reported. #news

Find out what this means for the airline ⤵️ 
https://t.co/PESwlofws5"
458,2022-07-21,RT @spotterguidenet: United Airlines Boeing 767-400 taxi for departure back to Washington Dullus at Edinburgh Airport #unitedairlines #boei…
459,2022-07-21,"United Airlines Boeing 767-400 taxi for departure back to Washington Dullus at Edinburgh Airport #unitedairlines #boeing #edinburgh #edinburghairport #scotland #aviation #rogoszphotography #spotterguide #planespotting

Copyright by @rogoszphotography / Martin Rogosz https://t.co/EPLVMYFnJv"
460,2022-07-21,RT @Ssmack22: 8 days in Europe and still no luggage. Beyond frustrated and disappointed with United Airlines customer service. #unitedAIRLI…
461,2022-07-21,RT @Ssmack22: 8 days in Europe and still no luggage. Beyond frustrated and disappointed with United Airlines customer service. #unitedAIRLI…
462,2022-07-21,8 days in Europe and still no luggage. Beyond frustrated and disappointed with United Airlines customer service. #unitedAIRLINES #myclothesstink
463,2022-07-21,"RT @breitflyte: United Airlines Reports Second Quarter Net Income of $329 Million or $1.00 per Diluted Share
https://t.co/aBVwlXnXsP
#Unite…"
464,2022-07-21,"flying for work next week and I get an email from #UnitedAirlines asking if I want to pre-purchase a snack. I don't know what I'm having for lunch, how would I know if I want a snack next week? #WhatAreWeDoing"
465,2022-07-21,"RT @breitflyte: United Airlines Reports Second Quarter Net Income of $329 Million or $1.00 per Diluted Share
https://t.co/aBVwlXnXsP
#Unite…"
466,2022-07-21,"United Airlines Reports Second Quarter Net Income of $329 Million or $1.00 per Diluted Share
https://t.co/aBVwlXnXsP
#UnitedAirlines #Breitflyte #avgeek #avgeeks #aviation #airlines https://t.co/3G9RxjNk07"
467,2022-07-21,"RT @travelmail: Fascinating video offers a sneak peek inside United Airlines' new flight school in Arizona, revealing (very plain) dorm roo…"
468,2022-07-21,"Fascinating video offers a sneak peek inside United Airlines' new flight school in Arizona, revealing (very plain) dorm rooms, a swimming pool and an on-site fleet of trainer aircraft https://t.co/Qd5Q4ilUin #unitedairlines #topgun #flightschool #arizona"
469,2022-07-21,"Just another day in the skies ✈️ 😍

📸 : Jayden R.

#unitedairlines #beingunited #boeing #crewlife #planespotter #airline #virtualua #msfs2020 #xplane11 #p3d #instaplane #pilot #aviation #avgeek #flight #pilotlife #vatsim #virtualairline #blueskies #flying #instagramaviation https://t.co/g75syy7eah"
470,2022-07-21,"#cheapflights #unitedairlines #travel #mahe #seychelles

🇸🇨 United Airlines $957 (San Francisco ✈️ Mahe) 🌇🚀 https://t.co/zTVBG48uTd"
471,2022-07-21,"Stocks making the biggest moves premarket: AT&amp;T, DR Horton, Travelers and more #americanairlines #railoperator #tesla #unitedairlines #danaher #horton #fintwit https://t.co/n9hb11sU4Z"
472,2022-07-21,"@aldersonjackson @acabgd @librarian_ra @aomd88 @airlinemaps @nursebinky @Ramivipsagel @kopitoad @DontMePlease3 @JRedCallis @jaysalas101 @tambok0599 very nice global #airlinemap cover of #UnitedAirlines UAL Corp. annual report, 1990, which also covered FRA and CDG in Europe👏 https://t.co/M7b7VnGheR"
473,2022-07-21,"Doctrine9✨MCGISubs✍️🔔
https://t.co/MfgOcNuH5O

#COVID19 #COVID19France #UnitedStates #UsaCubrebocas #USA #MCGICares #usagi撮影会 #SaintLaurent #SaintRampalJiQuotes #UnitedKingdom #unitedAIRLINES #GreatEthiopianHomeComing #AfricaPrevails #africanart #AfricanMusic #GreatBritain https://t.co/fUGujklYCF"
474,2022-07-21,And now I remember why I don’t like flying @United…both flights were late. #UnitedAirlines #BeOnTime #MeetYourSchedule #Expectations #WhyIsItSoHardToBeOnTime
475,2022-07-21,Travel Day 1-2. BOS-&gt;SFO #unitedairlines #travelblog #taiwanfamilytrip2022 @ Boston Logan International Airport https://t.co/FUYI5r5qE5
476,2022-07-21,"Cargo revenue more than doubled to $1.2 billion compared to $581 million in H12019.

@united #UnitedAirlines #aircargo #cargorevenue 

https://t.co/dKmsm5qfYa"
477,2022-07-21,Cargo revenue more than doubled to $1.2 billion compared to $581 million in H12019. #UnitedAirlines #ScottKirby https://t.co/6nUwztkJ7f
478,2022-07-21,Cargo revenue more than doubled to $1.2 billion compared to $581 million in H12019. #UnitedAirlines #ScottKirby https://t.co/M7ZiAdYFtk
479,2022-07-21,A trip down memory lane - how do you spend 12 hours on a United Airlines? https://t.co/QubbVxfnvJ #UnitedAirlines #skiing #HongKong #SanFrancisco
480,2022-07-21,United Airlines to Axe 50 Daily Flights at Newark…About Time a Carrier Stepped Up! https://t.co/w3KQlUwAmi #unitedairlines https://t.co/hv1KjCrlnW
481,2022-07-21,"ICAO: A8CFFD
Flt: UAL14 #UnitedAirlines #EWR-#LHR
First seen: 2022/07/21 06:52:55
Min Alt: 21750 ft MSL
Min Dist: 2.63 nm

#planefence #adsb 
https://t.co/HIhUgLL4aP https://t.co/ZnOvPb7Mm7"
482,2022-07-21,"RT @n194at: United Airlines
Boeing 747-422 N128UA
STR/EDDS Flughafen Stuttgart
Photo credit Marco Wolf | March 1, 2008
Flew on her LHR-ORD…"
483,2022-07-21,@united what are the chances we will ever see our suitcase you left in Rome?? On hold forever and no updates. #unitedairlines #lostluggage #whereismysuitcase #travel #Rome #FCO #United
484,2022-07-21,So this is us stranded in #denverinternationalairport after #UnitedAirlines totally fucked us ! A 2 hour flight is gonna be an overbite stay halfway home with a child . Book flights months out only to get screwed ! Fly with anyone besides #United ! This is a joke https://t.co/bBYRSTFfZy
485,2022-07-21,"@MalwareJake Yes, but on international business class if one of the options is “Fish” they should know what kind and “Short Rib” (it was good) is not “steak” - not blaming them personally (errr, #unitedairlines)"
486,2022-07-21,@united travel mess continues.  1hour and counting on the ground at #EWR #unitedAIRLINES without a gate and empty promises that they are working on it.
487,2022-07-21,"RT @chrisormikey: @ChefJJ And like getting Im the lounges always a MFing struggle, like even when you got the Amex, first class flights, an…"
488,2022-07-21,"RT @Emylee91435237: United’s Airline Careers : The Latest Job Opportunities In 2022.

APPLY NOW : https://t.co/Y7Jl2S5cAv
#Airdrop #Airtel…"
489,2022-07-20,"RT @VegasFoodWine: Las Vegas Food &amp; Wine Festival presented by United Airlines October 5-9, 2022 https://t.co/EwuVYlAEVX #united #unitedair…"
490,2022-07-20,.@united you have the worst app I've ever used. Missed my connection because @Dulles_Airport can't figure out customs and baggage and #United can't send my bag to the proper place. Now I have to wait to get rebooked because YOU screwed up! Never flying #UnitedAirlines again.
491,2022-07-20,"$UAL  8-K  United Airlines   (20 Jul, 4:30pm)

📰 Total operating revenue up 6% over same quarter 2019; expects increase of 11% in third quarter versus the same quarter in 2019

https://t.co/wBjJbBon8y

#UAL #8K #UnitedAirlines #News"
492,2022-07-20,"$UAL  8-K  United Airlines   (20 Jul, 4:30pm)

📰 Total operating revenue up 6% over same quarter 2019; expects increase of 11% in third quarter versus the same quarter in 2019

https://t.co/FIJfaKzR9s

#UAL #8K #UnitedAirlines #News"
493,2022-07-20,"Should you buy United Airlines stock ahead of Q2 earnings?
#UnitedAirlines #EarningsSeason #UAL #StockMarketNews #CNBC #TheExchange #AirTravel
@Fxflow
https://t.co/PQkYsIAIof"
494,2022-07-20,Wait what? My direct flight to LAX is now going to Orlando first?? #UnitedAirlines https://t.co/kipjuptcLX
495,2022-07-20,"Airlines and wheelchairs

A wheelchair is valuable &amp; important to those with disabilities 

Handle them with care @secretarypete #UnitedAirlines @AAHD1 https://t.co/Ki8Af6rtep"
496,2022-07-20,"@ChefJJ And like getting Im the lounges always a MFing struggle, like even when you got the Amex, first class flights, and lounge access these mother fuckers at @AmericanAir and @Delta always wanna make you feel like it’s a 1950s 🚌 to Birmingham. S.O to #UnitedAirlines, very welcoming"
497,2022-07-20,"United’s Airline Careers : The Latest Job Opportunities In 2022.

APPLY NOW : https://t.co/qWVqFqn0ce
#Airdrop #Airtel #Airdrops #Airport #Job #JobAlert #jobvacancies #Jobs #Career #flightattendant #aviation #QatarAirways #WizzAir #unitedAIRLINES #BritishAirways https://t.co/oJRXNlpYWR"
498,2022-07-20,"@united airlines, a shambles with your response. I contact them because I paid for a preferred seat and then they change me to a non preferred seat. They respond with no customer care at all. #unitedairlines #shambles #customercare"
499,2022-07-20,"United’s Airline Careers : The Latest Job Opportunities In 2022.

APPLY NOW : https://t.co/Y7Jl2S5cAv
#Airdrop #Airtel #Airdrops #Airport #Job #JobAlert #jobvacancies #Jobs #Career #flightattendant #aviation #QatarAirways #WizzAir #unitedAIRLINES #BritishAirways https://t.co/W6SBSSNleo"
500,2022-07-20,United Airlines compensation Alert! Were you on flight UA316 on 20th July 2022 from Dublin Airport to Newark Liberty  Airport? You could have a claim! #travel  #flightdelay #Newark #Dublin #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/SmK3GDi94F
501,2022-07-20,RT @Century_Fin: A slew of #earnings is expected to keep #investors hooked today! Here are 4 such #stocks scheduled to release quarterly re…
502,2022-07-20,Review: #UnitedAirlines 787 Business Class London - Los Angeles - Live and Let's Fly: Here’s a brief review of my #UnitedAirlines business class trip from London to Los Angeles onboard a 787-9 in business class. I already dedicated a … https://t.co/c8LM1jv7SI
503,2022-07-20,"#cheapflights #unitedairlines #travel #lima #peru

🇵🇪 United Airlines $517 (San Francisco ✈️ Lima) 🌇🚀 https://t.co/4cRMh5Xfn6"
504,2022-07-20,"It’s that time again ❤️✈️

📸: Alex B. 

#pilots #aviators #crewlife #avgeek  #flight #flightcrew #unitedairlines #ramplife #beingunited #boeing #airbus #virtualua #airplane #msfs2020 #p3d #xplane11 #planespotting #virtualairline #vatsim #flightsim https://t.co/aHfv5pyt0x"
505,2022-07-20,RT @Century_Fin: A slew of #earnings is expected to keep #investors hooked today! Here are 4 such #stocks scheduled to release quarterly re…
506,2022-07-20,"The high numbers of available #employment-based #greencards are due to closure and limited operations at #USembassies and consular offices through the #pandemic.

#unitedairlines #cheapflightstoindia #studyintheusa #studyinusa #workpermit #jobsinusa #h1b #h1bvisa #usavisa #uscis https://t.co/8f9OXt6dBs"
507,2022-07-20,RT @diecastryan: A look down SFO’s international terminal G. #unitedairlines #sfo #SanFrancisco #Travel #aviation #avgeek #airplane https:/…
508,2022-07-20,"Hey @united my bf and I took the same flight on 7/6/22. It was HOT, stuffy and oh btw NO ventilation, literally NO AIR coming from vents. Multiple passengers complained, nothing done and I GUARANTEE people are now sick bec of #unitedAIRLINES https://t.co/4Qcs3olB4p"
509,2022-07-20,RT @SenseOfAfricaSA: @Delta Airlines and @UnitedAirlines_ have emerged victorious as both airlines have earned the right to fly to #CapeTow…
510,2022-07-20,"Doctrine8MCGI📣Subs✍️🔔
https://t.co/MfgOcNuH5O

#COVID19 #COVID19France #UnitedStates #UsaCubrebocas #USA #MCGICares #usagi撮影会 #SaintLaurent #SaintRampalJiQuotes #UnitedKingdom #unitedAIRLINES #GreatEthiopianHomeComing #AfricaPrevails #africanart #AfricanMusic #GreatBritain https://t.co/e69TY8LUnI"
511,2022-07-20,"Hey @Delta you’re happy to downgrade us with no notice, how about you upgrade us since you sold us something you don’t have? Never experienced such shoddy sales tactics with other airlines 
#BaitAndSwitch
 #AlaskaAirlines does it better, so does #unitedAirlines"
512,2022-07-20,"A slew of #earnings is expected to keep #investors hooked today! Here are 4 such #stocks scheduled to release quarterly reports in the busy Q2 earnings season!

#EarningsSeason #StocksToWatch #Tesla #Biogen #Abbott #UnitedAirlines #Investment #StocksInFocus #Trading #MarketUpdate https://t.co/RhmwvC1xDO"
513,2022-07-20,@united Is this true or false ? https://t.co/DvPrrKiTue   In Dm I was told only 2 bags allowed but online it says 3 … please make up your mind #UnitedAirlines https://t.co/cgJNADGn3X
514,2022-07-20,"RT @wildlyartistic: @united you expect passengers to think your planes are clean and disinfected for COVID, but I get on and find pieces of…"
515,2022-07-20,"ICAO: A8CFFD
Flt: UAL272 #UnitedAirlines #EWR-#NCE
First seen: 2022/07/20 07:59:53
Min Alt: 38975 ft MSL
Min Dist: 7.51 nm

#planefence #adsb 
https://t.co/HIhUgLL4aP https://t.co/hzQFhQKW3t"
516,2022-07-20,"#aviationdaily @SpiritAirlines plans crew base in #UnitedAirlines stronghold #Houston, its third new outpost in five months. Details: https://t.co/e5NvoOU1is
#UnitedStates #Texas #aviationnews #aviation #aviationlovers #AvGeek #Avgeeks #Airlines #Airline #Boeing737 #Boeing777X"
